"","step","mining module","ore storage","processing module","refined storage","printing robot","manufacturing module","equipment storage","assembly robot","habitation module","life-support module"
"6038",978,1111,516,1484,385,1145,758,1089,752,1489,1484
"6039",6039,1111,516,1484,385,1145,758,1089,752,622,1484
"6040",6040,1111,516,1294,385,1145,758,1089,752,622,1484
"6041",6041,1111,516,1294,429,1145,758,1089,752,622,1484
"6042",6042,1111,516,1294,794,1145,758,1089,752,622,1484
"6043",6043,1111,516,1294,794,1145,499,1089,752,622,1484
"6044",6044,1111,516,1294,794,1145,499,702,752,622,1484
"6045",6045,1111,516,630,794,1145,499,702,752,622,1484
"6046",847,1111,516,630,794,1145,499,702,752,622,1484
"6047",6047,1111,516,630,794,600,499,702,752,622,1484
"6048",6048,1111,516,630,794,600,499,702,752,947,1484
"6049",6049,1276,516,630,794,600,499,702,752,947,1484
"6050",6050,1276,516,630,837,600,499,702,752,947,1484
"6051",6051,1276,516,630,837,600,499,702,752,1127,1484
"6052",6052,1276,516,630,837,600,499,1522,752,1127,1484
"6053",6053,1276,516,630,837,887,499,1522,752,1127,1484
"6054",6054,1276,516,630,837,887,499,1154,752,1127,1484
"6055",6055,1276,516,630,837,887,499,976,752,1127,1484
"6056",6056,1276,516,630,837,887,499,976,1502,1127,1484
"6057",6057,1276,516,1080,837,887,499,976,1502,1127,1484
"6058",6058,1276,516,1080,837,887,499,976,1502,718,1484
"6059",6059,1276,516,1080,837,887,499,976,1502,718,1484
"6060",6060,1276,516,841,837,887,499,976,1502,718,1484
"6061",6061,1276,516,730,837,887,499,976,1502,718,1484
"6062",6062,1276,516,1076,837,887,499,976,1502,718,1484
"6063",6063,1276,516,1076,837,887,499,976,380,718,1484
"6064",6064,1276,951,1076,837,887,499,976,380,718,1484
"6065",6065,1276,951,1076,837,887,1144,976,380,718,1484
"6066",6066,1276,951,1076,837,1419,1144,976,380,718,1484
"6067",6067,1276,951,1076,837,1419,1144,1424,380,718,1484
"6068",6068,1276,951,1076,837,1419,1144,1424,380,718,863
"6069",6069,1276,951,1076,1431,1419,1144,1424,380,718,863
"6070",6070,1276,951,1076,1431,1419,1144,1424,380,642,863
"6071",6071,1508,951,1076,1431,1419,1144,1424,380,642,863
"6072",6072,1508,951,1457,1431,1419,1144,1424,380,642,863
"6073",6073,1508,951,1457,1431,438,1144,1424,380,642,863
"6074",6074,617,951,1457,1431,438,1144,1424,380,642,863
"6075",6075,617,951,1457,1431,967,1144,1424,380,642,863
"6076",6076,617,951,568,1431,967,1144,1424,380,642,863
"6077",6077,617,951,568,1431,967,1144,1424,380,541,863
"6078",6078,617,951,568,1431,967,1144,1424,699,541,863
"6079",6079,617,951,568,1431,542,1144,1424,699,541,863
"6080",6080,1227,951,568,1431,542,1144,1424,699,541,863
"6081",1004,1227,951,568,1431,542,1144,1424,699,541,863
"6082",6082,1227,951,568,1431,542,1144,708,699,541,863
"6083",6083,1227,951,568,315,542,1144,708,699,541,863
"6084",6084,690,951,568,315,542,1144,708,699,541,863
"6085",6085,690,951,568,315,542,1144,708,699,541,923
"6086",6086,690,951,568,315,542,1144,708,699,1058,923
"6087",6087,690,951,958,315,542,1144,708,699,1058,923
"6088",6088,690,1062,958,315,542,1144,708,699,1058,923
"6089",6089,690,1062,958,315,1195,1144,708,699,1058,923
"6090",6090,690,1062,958,315,1195,376,708,699,1058,923
"6091",6091,690,1062,958,980,1195,376,708,699,1058,923
"6092",6092,690,1062,958,980,1195,376,488,699,1058,923
"6093",6093,690,1062,958,980,1195,376,1407,699,1058,923
"6094",6094,690,1062,761,980,1195,376,1407,699,1058,923
"6095",6095,1124,1062,761,980,1195,376,1407,699,1058,923
"6096",6096,1124,1062,761,980,1195,376,1407,699,1058,1386
"6097",6097,1124,1062,761,980,1195,608,1407,699,1058,1386
"6098",6098,1124,1062,761,503,1195,608,1407,699,1058,1386
"6099",6099,1124,1062,761,503,400,608,1407,699,1058,1386
"6100",6100,1124,1062,761,503,574,608,1407,699,1058,1386
"6101",6101,1124,1062,761,503,574,608,1407,699,1058,1242
"6102",6102,1124,1062,761,651,574,608,1407,699,1058,1242
"6103",6103,457,1062,761,651,574,608,1407,699,1058,1242
"6104",6104,457,1062,761,651,574,608,753,699,1058,1242
"6105",492,457,1062,761,651,574,608,753,699,1058,1242
"6106",6106,457,1062,761,651,574,608,387,699,1058,1242
"6107",6107,457,1062,761,651,574,608,1068,699,1058,1242
"6108",6108,457,1062,761,651,574,1249,1068,699,1058,1242
"6109",6109,457,1062,761,651,574,1249,1068,699,781,1242
"6110",6110,457,1062,761,351,574,1249,1068,699,781,1242
"6111",6111,457,1062,761,351,574,882,1068,699,781,1242
"6112",6112,457,1062,761,351,574,882,1068,699,781,1164
"6113",6113,457,1062,761,351,564,882,1068,699,781,1164
"6114",6114,457,1062,574,351,564,882,1068,699,781,1164
"6115",6115,457,1369,574,351,564,882,1068,699,781,1164
"6116",6116,457,363,574,351,564,882,1068,699,781,1164
"6117",6117,457,363,574,351,564,882,828,699,781,1164
"6118",6118,457,363,844,351,564,882,828,699,781,1164
"6119",6119,457,363,844,351,564,882,1059,699,781,1164
"6120",6120,457,363,844,351,564,1340,1059,699,781,1164
"6121",6121,457,363,844,351,718,1340,1059,699,781,1164
"6122",6122,457,363,844,351,718,1340,607,699,781,1164
"6123",6123,794,363,844,351,718,1340,607,699,781,1164
"6124",6124,794,788,844,351,718,1340,607,699,781,1164
"6125",6125,794,788,844,351,718,1340,1131,699,781,1164
"6126",6126,794,788,844,351,718,1340,1131,699,781,603
"6127",6127,794,639,844,351,718,1340,1131,699,781,603
"6128",6128,794,639,844,769,718,1340,1131,699,781,603
"6129",6129,794,639,844,769,718,1340,1131,699,1321,603
"6130",6130,794,639,844,769,718,1340,1131,453,1321,603
"6131",6131,794,639,844,769,718,1340,1131,453,1321,920
"6132",6132,794,639,844,564,718,1340,1131,453,1321,920
"6133",6133,794,639,844,564,718,1340,1209,453,1321,920
"6134",6134,794,639,844,564,718,1340,439,453,1321,920
"6135",6135,794,639,844,564,1453,1340,439,453,1321,920
"6136",6136,794,639,844,564,1453,508,439,453,1321,920
"6137",6137,794,1207,844,564,1453,508,439,453,1321,920
"6138",6138,794,1489,844,564,1453,508,439,453,1321,920
"6139",6139,794,1489,844,564,1453,799,439,453,1321,920
"6140",6140,794,1489,844,564,1453,799,439,453,474,920
"6141",6141,794,1489,844,564,1453,799,439,1183,474,920
"6142",6142,794,1489,844,564,1453,799,439,1183,858,920
"6143",6143,794,1489,844,1148,1453,799,439,1183,858,920
"6144",6144,362,1489,844,1148,1453,799,439,1183,858,920
"6145",6145,362,1489,844,1148,1453,799,930,1183,858,920
"6146",6146,362,1095,844,1148,1453,799,930,1183,858,920
"6147",6147,362,1095,844,1148,1453,799,830,1183,858,920
"6148",6148,362,1095,844,1148,1453,799,830,1183,1325,920
"6149",6149,362,392,844,1148,1453,799,830,1183,1325,920
"6150",6150,362,392,844,1148,1453,1209,830,1183,1325,920
"6151",6151,362,392,844,1148,1453,1209,1201,1183,1325,920
"6152",6152,1313,392,844,1148,1453,1209,1201,1183,1325,920
"6153",6153,1313,392,844,1148,1372,1209,1201,1183,1325,920
"6154",6154,1313,392,592,1148,1372,1209,1201,1183,1325,920
"6155",6155,1313,392,592,1148,1184,1209,1201,1183,1325,920
"6156",6156,1313,392,592,1148,1184,1209,607,1183,1325,920
"6157",6157,1313,392,384,1148,1184,1209,607,1183,1325,920
"6158",349,1313,392,384,1148,1184,1209,607,1183,1325,920
"6159",6159,1313,392,384,1148,1184,723,607,1183,1325,920
"6160",6160,873,392,384,1148,1184,723,607,1183,1325,920
"6161",6161,873,392,384,1148,1184,723,607,1183,1325,1398
"6162",6162,873,392,384,1148,1184,723,468,1183,1325,1398
"6163",6163,1399,392,384,1148,1184,723,468,1183,1325,1398
"6164",6164,1399,392,815,1148,1184,723,468,1183,1325,1398
"6165",6165,1399,392,815,1148,1184,723,1148,1183,1325,1398
"6166",6166,1399,392,815,1148,1184,723,1148,1183,593,1398
"6167",6167,1399,392,815,1148,1184,723,580,1183,593,1398
"6168",6168,1399,392,815,1148,929,723,580,1183,593,1398
"6169",6169,1399,392,815,409,929,723,580,1183,593,1398
"6170",6170,1399,392,815,409,1184,723,580,1183,593,1398
"6171",6171,1399,392,815,409,1184,723,692,1183,593,1398
"6172",6172,1399,392,815,409,873,723,692,1183,593,1398
"6173",6173,1399,392,815,409,873,723,692,854,593,1398
"6174",1183,1399,392,815,409,873,723,692,854,593,1398
"6175",6175,1399,392,815,409,873,715,692,854,593,1398
"6176",6176,1399,392,1056,409,873,715,692,854,593,1398
"6177",6177,1399,802,1056,409,873,715,692,854,593,1398
"6178",6178,1399,802,1056,409,873,497,692,854,593,1398
"6179",391,1399,802,1056,409,873,497,692,854,593,1398
"6180",6180,1399,802,1056,409,873,497,692,854,1171,1398
"6181",6181,1399,802,1056,409,873,916,692,854,1171,1398
"6182",6182,1399,802,1056,409,973,916,692,854,1171,1398
"6183",6183,1399,1240,1056,409,973,916,692,854,1171,1398
"6184",6184,1399,1240,1056,409,973,916,485,854,1171,1398
"6185",6185,1399,1240,1056,409,973,916,485,854,1171,886
"6186",6186,1399,1240,1056,1076,973,916,485,854,1171,886
"6187",6187,1399,1240,1056,1076,973,916,485,1402,1171,886
"6188",6188,1399,1240,1478,1076,973,916,485,1402,1171,886
"6189",6189,1399,1240,1478,1076,973,916,625,1402,1171,886
"6190",6190,1399,1240,1478,1076,1396,916,625,1402,1171,886
"6191",6191,1399,1240,1478,1076,1516,916,625,1402,1171,886
"6192",6192,1399,1240,1478,1076,1516,916,625,1402,1171,1215
"6193",6193,674,1240,1478,1076,1516,916,625,1402,1171,1215
"6194",6194,1015,1240,1478,1076,1516,916,625,1402,1171,1215
"6195",6195,1015,1240,1478,1076,1516,916,625,1402,635,1215
"6196",6196,1015,1240,1478,1076,1516,916,625,426,635,1215
"6197",6197,1015,1240,1478,1076,1517,916,625,426,635,1215
"6198",6198,642,1240,1478,1076,1517,916,625,426,635,1215
"6199",6199,642,1240,1478,1076,1517,366,625,426,635,1215
"6200",6200,642,1240,1478,1076,1517,366,625,351,635,1215
"6201",6201,642,1240,1478,1076,1517,366,625,766,635,1215
"6202",6202,642,1240,1478,1076,1517,366,1174,766,635,1215
"6203",6203,642,1240,1478,1076,1517,1511,1174,766,635,1215
"6204",6204,642,1240,1478,1076,1517,1314,1174,766,635,1215
"6205",6205,821,1240,1478,1076,1517,1314,1174,766,635,1215
"6206",6206,821,1240,1478,1076,1517,1122,1174,766,635,1215
"6207",6207,821,1240,1478,1076,1517,1122,1174,492,635,1215
"6208",6208,821,1240,1478,1076,1517,387,1174,492,635,1215
"6209",6209,821,1240,1478,1076,1517,387,507,492,635,1215
"6210",6210,821,1240,1478,1076,1517,387,507,1495,635,1215
"6211",6211,821,1240,1478,1076,1517,387,507,1495,635,1470
"6212",6212,821,1240,1478,1076,1517,698,507,1495,635,1470
"6213",6213,821,1066,1478,1076,1517,698,507,1495,635,1470
"6214",6214,821,1066,1478,1076,1517,1113,507,1495,635,1470
"6215",6215,821,1066,1478,1076,1517,1113,507,1378,635,1470
"6216",6216,821,1066,1478,1076,1517,1113,507,1378,635,564
"6217",6217,821,1066,1478,419,1517,1113,507,1378,635,564
"6218",6218,821,1066,1478,419,932,1113,507,1378,635,564
"6219",6219,821,1066,917,419,932,1113,507,1378,635,564
"6220",6220,821,1066,1216,419,932,1113,507,1378,635,564
"6221",6221,821,1066,1216,419,1546,1113,507,1378,635,564
"6222",1543,821,1066,1216,419,1546,1113,507,1378,635,564
"6223",6223,866,1066,1216,419,1546,1113,507,1378,635,564
"6224",6224,866,1066,1216,419,1546,1113,507,1378,1099,564
"6225",6225,866,1066,1216,1012,1546,1113,507,1378,1099,564
"6226",6226,866,1066,1216,1012,1482,1113,507,1378,1099,564
"6227",6227,866,1066,1216,1012,1482,1113,507,828,1099,564
"6228",6228,866,1066,1216,1012,1482,1113,507,828,1066,564
"6229",6229,866,1066,1216,857,1482,1113,507,828,1066,564
"6230",6230,364,1066,1216,857,1482,1113,507,828,1066,564
"6231",6231,364,1066,1216,857,1482,1113,1319,828,1066,564
"6232",6232,364,1510,1216,857,1482,1113,1319,828,1066,564
"6233",6233,364,1510,1216,951,1482,1113,1319,828,1066,564
"6234",6234,364,1510,1468,951,1482,1113,1319,828,1066,564
"6235",6235,364,1510,1468,951,1482,1117,1319,828,1066,564
"6236",6236,364,1510,1468,951,1482,1273,1319,828,1066,564
"6237",6237,364,1510,1468,951,1482,1297,1319,828,1066,564
"6238",6238,364,1510,1468,951,1482,1297,1319,828,1066,1006
"6239",6239,364,1510,1468,1441,1482,1297,1319,828,1066,1006
"6240",6240,364,1510,1468,1441,1482,1297,1319,1258,1066,1006
"6241",6241,364,1510,1468,1441,1482,1297,696,1258,1066,1006
"6242",6242,364,1510,1468,1441,1482,1297,696,1258,1318,1006
"6243",6243,364,1510,1468,1441,1482,1297,696,1170,1318,1006
"6244",6244,364,1510,1468,1441,1482,656,696,1170,1318,1006
"6245",6245,364,1510,1468,1441,1482,656,696,976,1318,1006
"6246",6246,364,1510,1468,1441,1554,656,696,976,1318,1006
"6247",6247,364,1510,1468,1441,1554,656,696,976,1410,1006
"6248",6248,1512,1510,1468,1441,1554,656,696,976,1410,1006
"6249",6249,1512,1510,1468,1441,1304,656,696,976,1410,1006
"6250",756,1512,1510,1468,1441,1304,656,696,976,1410,1006
"6251",6251,1512,1004,1468,1441,1304,656,696,976,1410,1006
"6252",6252,1512,1004,1468,1441,1304,1536,696,976,1410,1006
"6253",6253,339,1004,1468,1441,1304,1536,696,976,1410,1006
"6254",6254,339,1004,1468,1441,762,1536,696,976,1410,1006
"6255",6255,339,1004,1468,1269,762,1536,696,976,1410,1006
"6256",6256,339,1004,1468,1269,762,1536,696,976,1410,1370
"6257",6257,670,1004,1468,1269,762,1536,696,976,1410,1370
"6258",6258,670,1004,524,1269,762,1536,696,976,1410,1370
"6259",6259,670,1004,1344,1269,762,1536,696,976,1410,1370
"6260",6260,670,1004,1344,1269,762,1108,696,976,1410,1370
"6261",6261,670,1004,1344,1269,762,1108,696,802,1410,1370
"6262",6262,670,1004,1344,1269,762,1108,505,802,1410,1370
"6263",6263,670,1124,1344,1269,762,1108,505,802,1410,1370
"6264",6264,670,1124,1344,1269,762,1070,505,802,1410,1370
"6265",6265,670,1124,803,1269,762,1070,505,802,1410,1370
"6266",6266,516,1124,803,1269,762,1070,505,802,1410,1370
"6267",6267,516,1124,803,1269,762,1070,485,802,1410,1370
"6268",6268,516,1124,606,1269,762,1070,485,802,1410,1370
"6269",6269,516,1124,606,887,762,1070,485,802,1410,1370
"6270",6270,516,701,606,887,762,1070,485,802,1410,1370
"6271",6271,516,701,606,887,762,1070,592,802,1410,1370
"6272",6272,516,701,606,887,762,1070,592,974,1410,1370
"6273",6273,516,701,606,887,762,1377,592,974,1410,1370
"6274",6274,568,701,606,887,762,1377,592,974,1410,1370
"6275",6275,568,701,606,887,762,1377,592,974,1410,1055
"6276",6276,568,701,606,887,322,1377,592,974,1410,1055
"6277",6277,568,405,606,887,322,1377,592,974,1410,1055
"6278",6278,568,405,606,887,1251,1377,592,974,1410,1055
"6279",6279,568,405,606,887,1251,1377,592,974,383,1055
"6280",6280,568,405,606,887,1251,1377,1579,974,383,1055
"6281",6281,568,405,606,887,467,1377,1579,974,383,1055
"6282",6282,576,405,606,887,467,1377,1579,974,383,1055
"6283",6283,576,405,606,887,467,762,1579,974,383,1055
"6284",6284,576,405,606,887,467,762,1579,974,383,1443
"6285",6285,576,405,606,887,467,762,1579,974,1173,1443
"6286",6286,576,405,606,887,467,762,1579,1342,1173,1443
"6287",6287,576,1364,606,887,467,762,1579,1342,1173,1443
"6288",6288,353,1364,606,887,467,762,1579,1342,1173,1443
"6289",6289,1291,1364,606,887,467,762,1579,1342,1173,1443
"6290",6290,1291,1364,606,887,467,762,1579,1342,1117,1443
"6291",6291,1291,1364,606,887,467,762,1579,1342,1088,1443
"6292",6292,1048,1364,606,887,467,762,1579,1342,1088,1443
"6293",1193,1048,1364,606,887,467,762,1579,1342,1088,1443
"6294",6294,1048,1364,606,887,742,762,1579,1342,1088,1443
"6295",6295,1048,1364,606,887,742,1485,1579,1342,1088,1443
"6296",6296,1048,1364,606,887,742,1485,1579,1407,1088,1443
"6297",6297,1048,1364,606,887,742,1485,1579,1407,1052,1443
"6298",6298,1048,1364,606,1549,742,1485,1579,1407,1052,1443
"6299",6299,1048,1178,606,1549,742,1485,1579,1407,1052,1443
"6300",6300,1048,783,606,1549,742,1485,1579,1407,1052,1443
"6301",6301,1048,863,606,1549,742,1485,1579,1407,1052,1443
"6302",6302,1048,1554,606,1549,742,1485,1579,1407,1052,1443
"6303",6303,1048,1554,606,1549,742,1485,1579,1407,458,1443
"6304",6304,1048,1554,606,1549,742,1485,1579,1407,524,1443
"6305",6305,1048,1554,606,457,742,1485,1579,1407,524,1443
"6306",6306,1048,330,606,457,742,1485,1579,1407,524,1443
"6307",6307,1048,330,606,457,742,1485,1579,680,524,1443
"6308",6308,1048,330,606,457,1041,1485,1579,680,524,1443
"6309",6309,1180,330,606,457,1041,1485,1579,680,524,1443
"6310",6310,1180,330,606,1570,1041,1485,1579,680,524,1443
"6311",6311,1180,330,847,1570,1041,1485,1579,680,524,1443
"6312",6312,1180,330,847,1570,1041,1485,1579,680,1317,1443
"6313",6313,1180,330,847,1570,1041,1485,1579,680,1317,416
"6314",6314,1180,330,847,1570,1041,1485,1579,680,820,416
"6315",944,1180,330,847,1570,1041,1485,1579,680,820,416
"6316",6316,1180,330,847,1570,1041,1485,1579,680,349,416
"6317",6317,1180,448,847,1570,1041,1485,1579,680,349,416
"6318",719,1180,448,847,1570,1041,1485,1579,680,349,416
"6319",6319,1180,448,847,1570,1041,1485,1579,680,349,795
"6320",6320,1180,448,847,1570,1041,1485,1579,680,383,795
"6321",1413,1180,448,847,1570,1041,1485,1579,680,383,795
"6322",6322,1180,448,847,1570,1041,1086,1579,680,383,795
"6323",6323,1180,448,847,1570,1041,1086,1579,1453,383,795
"6324",6324,1180,448,847,727,1041,1086,1579,1453,383,795
"6325",6325,1180,448,847,727,1041,1086,1579,1453,617,795
"6326",6326,1180,448,1552,727,1041,1086,1579,1453,617,795
"6327",6327,1180,448,1552,727,1041,1086,1579,1453,483,795
"6328",6328,431,448,1552,727,1041,1086,1579,1453,483,795
"6329",6329,431,448,1552,727,766,1086,1579,1453,483,795
"6330",6330,431,448,1552,727,766,1086,679,1453,483,795
"6331",6331,431,448,1552,727,664,1086,679,1453,483,795
"6332",6332,431,883,1552,727,664,1086,679,1453,483,795
"6333",6333,431,1382,1552,727,664,1086,679,1453,483,795
"6334",6334,431,1382,1552,727,664,554,679,1453,483,795
"6335",6335,431,1382,1550,727,664,554,679,1453,483,795
"6336",918,431,1382,1550,727,664,554,679,1453,483,795
"6337",6337,431,1382,1550,727,664,1414,679,1453,483,795
"6338",6338,431,1382,1550,727,664,1414,1260,1453,483,795
"6339",6339,431,1382,1391,727,664,1414,1260,1453,483,795
"6340",6340,431,1382,1391,727,664,431,1260,1453,483,795
"6341",6341,431,1382,365,727,664,431,1260,1453,483,795
"6342",6342,431,1233,365,727,664,431,1260,1453,483,795
"6343",6343,431,1233,365,727,1050,431,1260,1453,483,795
"6344",6344,431,1233,365,727,1050,431,1260,1552,483,795
"6345",6345,431,1233,365,727,1050,431,1260,905,483,795
"6346",6346,431,1233,1061,727,1050,431,1260,905,483,795
"6347",6347,431,1233,1061,727,1050,431,1260,905,1567,795
"6348",6348,431,1233,1061,727,1050,431,1260,905,1369,795
"6349",6349,431,1233,1061,727,1050,431,577,905,1369,795
"6350",6350,1332,1233,1061,727,1050,431,577,905,1369,795
"6351",6351,1332,1233,1061,727,1541,431,577,905,1369,795
"6352",6352,1332,1233,1061,727,1527,431,577,905,1369,795
"6353",6353,1332,1233,1061,727,481,431,577,905,1369,795
"6354",405,1332,1233,1061,727,481,431,577,905,1369,795
"6355",6355,1332,1233,1061,727,481,431,1197,905,1369,795
"6356",6356,1332,1233,1061,727,771,431,1197,905,1369,795
"6357",6357,1332,1233,1061,727,771,431,1197,905,1469,795
"6358",6358,1332,1233,1061,727,1369,431,1197,905,1469,795
"6359",6359,1332,1233,1061,727,1369,1153,1197,905,1469,795
"6360",6360,1332,1233,1061,727,1369,897,1197,905,1469,795
"6361",6361,1332,1233,1061,727,1369,897,1197,905,1469,375
"6362",6362,1332,1233,1061,727,1288,897,1197,905,1469,375
"6363",6363,1478,1233,1061,727,1288,897,1197,905,1469,375
"6364",783,1478,1233,1061,727,1288,897,1197,905,1469,375
"6365",1535,1478,1233,1061,727,1288,897,1197,905,1469,375
"6366",6366,1478,1233,1061,727,1288,897,1449,905,1469,375
"6367",1018,1478,1233,1061,727,1288,897,1449,905,1469,375
"6368",6368,1478,1233,1061,727,1288,897,1054,905,1469,375
"6369",6369,1478,1233,1502,727,1288,897,1054,905,1469,375
"6370",6370,1478,1233,1502,727,1489,897,1054,905,1469,375
"6371",6371,1478,1233,1502,727,1489,897,1054,666,1469,375
"6372",6372,1478,1233,1502,683,1489,897,1054,666,1469,375
"6373",6373,1478,1233,1502,683,1489,897,1157,666,1469,375
"6374",6374,1478,1233,1502,683,1489,897,1157,1448,1469,375
"6375",6375,1478,1233,1502,1496,1489,897,1157,1448,1469,375
"6376",6376,1478,1233,1502,1496,1489,1527,1157,1448,1469,375
"6377",6377,1478,1233,1502,1496,1489,1527,1475,1448,1469,375
"6378",6378,1478,810,1502,1496,1489,1527,1475,1448,1469,375
"6379",6379,1478,810,1502,1496,1489,1527,1475,536,1469,375
"6380",6380,1478,810,1502,1496,1489,1527,1072,536,1469,375
"6381",6381,1478,810,1502,1496,1489,1527,1072,706,1469,375
"6382",6382,1478,810,1502,1496,1489,1527,1072,706,1469,946
"6383",6383,1478,810,1502,1496,1489,1527,1072,706,742,946
"6384",6384,1478,810,1502,1496,1489,719,1072,706,742,946
"6385",6385,1478,847,1502,1496,1489,719,1072,706,742,946
"6386",6386,1478,847,1502,1496,1489,719,1072,1567,742,946
"6387",6387,1478,847,1502,1496,1489,719,1072,1567,659,946
"6388",6388,1478,847,1502,1496,589,719,1072,1567,659,946
"6389",826,1478,847,1502,1496,589,719,1072,1567,659,946
"6390",6390,926,847,1502,1496,589,719,1072,1567,659,946
"6391",6391,926,847,1502,1496,589,719,834,1567,659,946
"6392",6392,926,847,1502,459,589,719,834,1567,659,946
"6393",1589,926,847,1502,459,589,719,834,1567,659,946
"6394",6394,926,847,1502,459,589,1599,834,1567,659,946
"6395",6395,926,712,1502,459,589,1599,834,1567,659,946
"6396",6396,926,712,1502,459,589,428,834,1567,659,946
"6397",6397,926,712,1502,459,1539,428,834,1567,659,946
"6398",6398,926,712,538,459,1539,428,834,1567,659,946
"6399",6399,926,1258,538,459,1539,428,834,1567,659,946
"6400",6400,926,1258,538,1033,1539,428,834,1567,659,946
"6401",6401,926,1258,538,1033,1539,1522,834,1567,659,946
"6402",6402,926,1258,538,1033,890,1522,834,1567,659,946
"6403",6403,926,1258,538,373,890,1522,834,1567,659,946
"6404",6404,926,675,538,373,890,1522,834,1567,659,946
"6405",468,926,675,538,373,890,1522,834,1567,659,946
"6406",6406,926,675,538,373,890,1522,834,1567,1093,946
"6407",6407,926,1100,538,373,890,1522,834,1567,1093,946
"6408",6408,926,1100,538,373,1461,1522,834,1567,1093,946
"6409",6409,926,1100,538,373,1461,415,834,1567,1093,946
"6410",6410,926,1100,538,373,1461,415,500,1567,1093,946
"6411",6411,926,1100,538,373,1461,415,1117,1567,1093,946
"6412",6412,926,685,538,373,1461,415,1117,1567,1093,946
"6413",6413,926,685,538,373,1461,1554,1117,1567,1093,946
"6414",6414,926,685,538,373,585,1554,1117,1567,1093,946
"6415",6415,926,454,538,373,585,1554,1117,1567,1093,946
"6416",6416,1062,454,538,373,585,1554,1117,1567,1093,946
"6417",6417,1062,454,538,373,585,1554,1117,1567,1200,946
"6418",6418,1062,454,538,373,585,1554,1439,1567,1200,946
"6419",6419,1062,503,538,373,585,1554,1439,1567,1200,946
"6420",6420,1062,503,538,373,534,1554,1439,1567,1200,946
"6421",6421,1062,1491,538,373,534,1554,1439,1567,1200,946
"6422",6422,1062,1491,538,373,534,1554,1439,1567,1200,420
"6423",6423,1062,1491,538,373,534,1554,1439,997,1200,420
"6424",6424,1062,1491,538,373,534,1554,637,997,1200,420
"6425",6425,1062,1491,538,373,534,880,637,997,1200,420
"6426",6426,1062,1491,538,373,534,880,637,997,1200,523
"6427",6427,1062,1491,538,373,534,880,837,997,1200,523
"6428",6428,1062,1598,538,373,534,880,837,997,1200,523
"6429",6429,1062,1598,538,373,534,574,837,997,1200,523
"6430",6430,1062,1598,538,373,534,574,837,997,1200,446
"6431",6431,1062,1598,538,373,821,574,837,997,1200,446
"6432",6432,1062,1598,538,373,821,574,837,1448,1200,446
"6433",6433,1062,1598,538,373,821,574,837,1448,1018,446
"6434",6434,1062,1598,538,373,821,574,837,1448,751,446
"6435",6435,1062,1598,484,373,821,574,837,1448,751,446
"6436",6436,1062,1598,484,373,821,574,837,1448,1219,446
"6437",6437,1062,1598,484,373,821,574,837,1448,1219,591
"6438",6438,380,1598,484,373,821,574,837,1448,1219,591
"6439",6439,380,1542,484,373,821,574,837,1448,1219,591
"6440",6440,380,1542,484,575,821,574,837,1448,1219,591
"6441",6441,380,1542,484,575,821,574,1417,1448,1219,591
"6442",1207,380,1542,484,575,821,574,1417,1448,1219,591
"6443",6443,380,1542,484,575,821,1340,1417,1448,1219,591
"6444",6444,380,1542,484,575,821,1340,1396,1448,1219,591
"6445",6445,380,1542,484,574,821,1340,1396,1448,1219,591
"6446",6446,380,1542,484,1038,821,1340,1396,1448,1219,591
"6447",6447,380,1542,484,1038,1115,1340,1396,1448,1219,591
"6448",6448,380,1542,484,1038,1115,1340,1396,1448,1478,591
"6449",6449,915,1542,484,1038,1115,1340,1396,1448,1478,591
"6450",6450,915,1542,484,1038,1115,1340,656,1448,1478,591
"6451",6451,915,1542,484,1587,1115,1340,656,1448,1478,591
"6452",6452,915,1542,484,1587,1115,1340,656,991,1478,591
"6453",6453,915,1542,484,1587,568,1340,656,991,1478,591
"6454",6454,915,1542,484,1587,568,1340,656,1432,1478,591
"6455",6455,915,1542,484,1587,568,1340,636,1432,1478,591
"6456",6456,915,1542,484,745,568,1340,636,1432,1478,591
"6457",6457,915,1542,484,745,568,1340,1584,1432,1478,591
"6458",6458,915,1542,1019,745,568,1340,1584,1432,1478,591
"6459",6459,915,1542,463,745,568,1340,1584,1432,1478,591
"6460",6460,915,1542,469,745,568,1340,1584,1432,1478,591
"6461",6461,915,1320,469,745,568,1340,1584,1432,1478,591
"6462",6462,915,1320,469,745,568,1340,1584,1432,1478,1423
"6463",6463,915,1320,469,745,568,1340,1584,639,1478,1423
"6464",6464,915,1320,469,745,568,1340,1243,639,1478,1423
"6465",6465,915,1320,469,745,568,1340,1243,1572,1478,1423
"6466",6466,915,1320,469,745,568,888,1243,1572,1478,1423
"6467",6467,915,1320,469,745,568,888,1243,1572,749,1423
"6468",6468,915,1320,469,745,568,888,1243,1572,660,1423
"6469",6469,915,1320,1458,745,568,888,1243,1572,660,1423
"6470",6470,915,1320,1458,745,568,888,869,1572,660,1423
"6471",6471,915,1525,1458,745,568,888,869,1572,660,1423
"6472",6472,915,1525,1458,745,568,1491,869,1572,660,1423
"6473",6473,915,1525,1458,745,568,1491,349,1572,660,1423
"6474",6474,915,1525,1458,745,568,1491,1617,1572,660,1423
"6475",6475,915,1525,1458,1280,568,1491,1617,1572,660,1423
"6476",6476,915,1525,1458,1259,568,1491,1617,1572,660,1423
